Date,Day of Week,Time,Item,Price,Tip
2024-05-01,Wednesday,18:04,Duck Confit,40,5.53
2024-02-26,Monday,21:13,Lobster Thermidor,55,10.88
2024-01-22,Monday,21:04,Truffle Risotto,35,5.01
2024-07-15,Monday,18:41,Truffle Risotto,35,9.51
2024-08-05,Monday,20:20,Salmon en Papillote,30,5.37
2024-10-21,Monday,21:45,Chocolate Souffle,20,2.1
2024-08-02,Friday,17:39,Truffle Risotto,35,3.68
2024-12-10,Tuesday,17:25,Truffle Risotto,35,9.63
2024-07-01,Monday,19:20,Chocolate Souffle,20,5.93
2024-12-03,Tuesday,21:27,Salmon en Papillote,30,4.15
2024-04-23,Tuesday,18:13,Duck Confit,40,9.41
2024-04-12,Friday,19:48,Truffle Risotto,35,7.25
2024-12-18,Wednesday,19:10,Chocolate Souffle,20,2.87
2024-02-09,Friday,18:16,Foie Gras,50,8.05
2024-10-27,Sunday,19:49,Truffle Risotto,35,6.79
2024-05-06,Monday,17:13,Filet Mignon,45,7.79
2024-05-21,Tuesday,18:32,Truffle Risotto,35,8.1
2024-01-15,Monday,19:56,Chocolate Souffle,20,5.04
2024-03-17,Sunday,17:31,Chocolate Souffle,20,5.85
2024-02-04,Sunday,18:27,Truffle Risotto,35,7.62
2024-09-11,Wednesday,19:29,Duck Confit,40,8.46
2024-06-25,Tuesday,19:33,Truffle Risotto,35,4.32
2024-02-25,Sunday,19:56,Filet Mignon,45,12.09
2024-10-03,Thursday,17:55,Duck Confit,40,4.16
2024-03-27,Wednesday,19:55,Chocolate Souffle,20,4.57
2024-01-10,Wednesday,19:27,Filet Mignon,45,4.89
2024-12-12,Thursday,21:06,Creme Brulee,15,3.49
2024-09-14,Saturday,19:34,Salmon en Papillote,30,7.16
2024-11-25,Monday,18:30,Duck Confit,40,5.07
2024-09-09,Monday,20:02,Salmon en Papillote,30,7.29
2024-05-02,Thursday,21:38,Lobster Thermidor,55,14.81
2024-09-17,Tuesday,17:51,Foie Gras,50,10.86
2024-03-10,Sunday,17:24,Creme Brulee,15,3.61
2024-01-04,Thursday,20:14,Chocolate Souffle,20,3.56
2024-10-26,Saturday,17:28,Foie Gras,50,10.46
2024-06-15,Saturday,21:57,Foie Gras,50,13.19
2024-11-24,Sunday,21:31,Filet Mignon,45,9.78
2024-01-23,Tuesday,21:53,Duck Confit,40,7.98
2024-08-12,Monday,17:37,Foie Gras,50,12.49
2024-09-09,Monday,20:31,Creme Brulee,15,2.44
2024-04-21,Sunday,17:16,Creme Brulee,15,1.81
2024-11-11,Monday,20:37,Duck Confit,40,7.93
2024-10-13,Sunday,17:32,Salmon en Papillote,30,8.6
2024-09-17,Tuesday,20:14,Lobster Thermidor,55,7.49
2024-08-15,Thursday,19:09,Lobster Thermidor,55,9.66
2024-10-03,Thursday,20:55,Creme Brulee,15,2.94
2024-07-05,Friday,18:38,Duck Confit,40,11.14
2024-11-05,Tuesday,19:05,Lobster Thermidor,55,13.83
2024-01-23,Tuesday,19:29,Foie Gras,50,6.81
2024-09-27,Friday,20:57,Lobster Thermidor,55,9.28
2024-01-23,Tuesday,17:07,Lobster Thermidor,55,6.19
2024-08-26,Monday,17:12,Creme Brulee,15,2.59
2024-02-17,Saturday,19:29,Salmon en Papillote,30,4.52
2024-01-11,Thursday,21:07,Filet Mignon,45,4.7
2024-09-04,Wednesday,19:41,Duck Confit,40,5.61
2024-03-22,Friday,17:47,Filet Mignon,45,11.27
2024-05-10,Friday,20:20,Chocolate Souffle,20,3.73
2024-03-13,Wednesday,20:32,Filet Mignon,45,9.95
2024-10-01,Tuesday,19:45,Lobster Thermidor,55,5.74
2024-06-18,Tuesday,20:34,Truffle Risotto,35,6.81
2024-11-11,Monday,19:22,Chocolate Souffle,20,5.69
2024-08-17,Saturday,21:24,Foie Gras,50,14.67
2024-07-05,Friday,17:13,Salmon en Papillote,30,3.3
2024-05-13,Monday,21:34,Lobster Thermidor,55,12.75
2024-11-03,Sunday,19:41,Duck Confit,40,11.42
2024-02-20,Tuesday,18:04,Creme Brulee,15,3.28
2024-02-19,Monday,19:11,Chocolate Souffle,20,3.38
2024-07-15,Monday,21:35,Duck Confit,40,4.78
2024-06-12,Wednesday,17:21,Chocolate Souffle,20,4.61
2024-06-08,Saturday,17:41,Duck Confit,40,5.77
2024-11-17,Sunday,19:19,Foie Gras,50,7.53
2024-10-11,Friday,20:22,Lobster Thermidor,55,9.53
2024-06-04,Tuesday,18:36,Creme Brulee,15,2.61
2024-08-03,Saturday,17:38,Creme Brulee,15,2.16
2024-01-15,Monday,20:44,Duck Confit,40,5.83
2024-02-11,Sunday,18:58,Salmon en Papillote,30,8.9
2024-02-04,Sunday,21:57,Chocolate Souffle,20,5.49
2024-01-21,Sunday,17:42,Salmon en Papillote,30,8.99
2024-08-12,Monday,20:52,Salmon en Papillote,30,5.23
2024-08-15,Thursday,21:42,Truffle Risotto,35,4.98
2024-01-14,Sunday,19:18,Foie Gras,50,9.15
2024-05-24,Friday,17:58,Salmon en Papillote,30,3.02
2024-07-16,Tuesday,20:15,Truffle Risotto,35,8.07
2024-02-08,Thursday,17:19,Duck Confit,40,4.32
2024-01-16,Tuesday,18:22,Filet Mignon,45,11.82
2024-07-12,Friday,17:44,Duck Confit,40,11.57
2024-05-13,Monday,17:22,Chocolate Souffle,20,4.93
2024-01-02,Tuesday,20:23,Salmon en Papillote,30,3.83
2024-08-07,Wednesday,17:55,Filet Mignon,45,7.65
2024-09-04,Wednesday,17:20,Duck Confit,40,9.1
2024-06-15,Saturday,19:36,Creme Brulee,15,1.84
2024-01-20,Saturday,21:43,Creme Brulee,15,2.94
2024-04-21,Sunday,17:43,Filet Mignon,45,11.25
2024-02-12,Monday,17:07,Creme Brulee,15,1.77
2024-06-18,Tuesday,18:27,Truffle Risotto,35,9.77
2024-02-16,Friday,18:52,Lobster Thermidor,55,7.49
2024-10-14,Monday,18:30,Chocolate Souffle,20,3.92
2024-10-18,Friday,21:25,Chocolate Souffle,20,2.87
2024-09-06,Friday,17:48,Foie Gras,50,10.56
2024-10-19,Saturday,21:18,Duck Confit,40,4.53
2024-09-09,Monday,19:33,Filet Mignon,45,11.32
2024-01-02,Tuesday,21:17,Foie Gras,50,7.18
2024-05-22,Wednesday,17:09,Truffle Risotto,35,5.91
2024-06-16,Sunday,18:26,Filet Mignon,45,9.12
2024-05-16,Thursday,17:52,Truffle Risotto,35,3.61
2024-06-17,Monday,21:57,Filet Mignon,45,5.8
2024-02-26,Monday,17:05,Creme Brulee,15,3.46
2024-11-16,Saturday,19:25,Lobster Thermidor,55,12.15
2024-05-27,Monday,19:49,Salmon en Papillote,30,4.99
2024-09-02,Monday,18:52,Chocolate Souffle,20,4.63
2024-06-08,Saturday,21:09,Lobster Thermidor,55,8.32
2024-09-13,Friday,17:00,Foie Gras,50,11.19
2024-04-18,Thursday,21:37,Lobster Thermidor,55,14.5
2024-09-17,Tuesday,20:16,Filet Mignon,45,9.05
2024-08-02,Friday,19:25,Creme Brulee,15,2.67
2024-08-04,Sunday,18:38,Duck Confit,40,4.22
2024-08-28,Wednesday,19:47,Chocolate Souffle,20,3.61
2024-05-02,Thursday,21:48,Truffle Risotto,35,3.84
2024-11-07,Thursday,17:47,Creme Brulee,15,4.01
2024-09-03,Tuesday,21:12,Salmon en Papillote,30,5.08
2024-09-03,Tuesday,21:50,Duck Confit,40,10.05
2024-06-09,Sunday,19:38,Truffle Risotto,35,4.79
2024-05-08,Wednesday,18:31,Lobster Thermidor,55,8.81
2024-08-01,Thursday,19:27,Duck Confit,40,5.76
2024-06-02,Sunday,18:52,Truffle Risotto,35,7.21
2024-05-01,Wednesday,20:19,Duck Confit,40,9.33
2024-08-18,Sunday,21:37,Duck Confit,40,11.72
2024-09-02,Monday,19:26,Foie Gras,50,8.56
2024-02-06,Tuesday,17:08,Chocolate Souffle,20,5.14
2024-02-26,Monday,20:41,Duck Confit,40,7.09
2024-01-04,Thursday,18:22,Truffle Risotto,35,5.85
2024-01-19,Friday,21:17,Duck Confit,40,10.75
2024-06-01,Saturday,17:12,Lobster Thermidor,55,12.63
2024-02-27,Tuesday,20:30,Duck Confit,40,9.21
2024-04-13,Saturday,19:49,Duck Confit,40,8.86
2024-02-14,Wednesday,17:56,Lobster Thermidor,55,14.1
2024-10-05,Saturday,17:25,Foie Gras,50,6.39
2024-12-26,Thursday,18:00,Creme Brulee,15,3.89
2024-02-27,Tuesday,18:08,Truffle Risotto,35,3.69
2024-11-26,Tuesday,21:43,Salmon en Papillote,30,7.29
2024-04-26,Friday,17:10,Foie Gras,50,13.7
2024-05-20,Monday,20:54,Duck Confit,40,7.15
2024-07-20,Saturday,18:57,Foie Gras,50,10.88
2024-09-09,Monday,21:21,Truffle Risotto,35,9.71
2024-02-16,Friday,21:20,Creme Brulee,15,4.32
2024-10-24,Thursday,21:51,Lobster Thermidor,55,11.69
2024-08-28,Wednesday,17:12,Salmon en Papillote,30,6.31
2024-09-14,Saturday,20:22,Duck Confit,40,9.63
2024-10-12,Saturday,18:55,Truffle Risotto,35,4.62
2024-03-06,Wednesday,17:00,Foie Gras,50,6.68
2024-03-04,Monday,19:33,Chocolate Souffle,20,5.66
2024-10-23,Wednesday,20:43,Lobster Thermidor,55,11.52
2024-09-08,Sunday,19:37,Creme Brulee,15,2.92
2024-08-17,Saturday,18:15,Chocolate Souffle,20,3.25
2024-08-12,Monday,19:20,Foie Gras,50,6.06
2024-05-06,Monday,21:01,Duck Confit,40,6.25
2024-10-24,Thursday,19:13,Creme Brulee,15,1.98
2024-06-13,Thursday,18:09,Salmon en Papillote,30,6.84
2024-12-20,Friday,17:55,Filet Mignon,45,10.19
2024-05-11,Saturday,20:46,Duck Confit,40,4.24
2024-11-23,Saturday,18:03,Salmon en Papillote,30,4.09
2024-12-28,Saturday,20:53,Foie Gras,50,10.1
2024-03-16,Saturday,18:39,Truffle Risotto,35,9.33
2024-10-09,Wednesday,21:57,Creme Brulee,15,2.9
2024-02-09,Friday,21:04,Creme Brulee,15,4.05
2024-02-05,Monday,21:52,Lobster Thermidor,55,6.4
2024-06-26,Wednesday,18:38,Lobster Thermidor,55,6.63
2024-06-21,Friday,19:02,Truffle Risotto,35,3.52
2024-07-14,Sunday,17:02,Lobster Thermidor,55,15.7
2024-04-20,Saturday,21:04,Foie Gras,50,13.2
2024-05-04,Saturday,18:53,Duck Confit,40,5.15
2024-07-15,Monday,17:24,Salmon en Papillote,30,8.6
2024-09-14,Saturday,21:26,Lobster Thermidor,55,5.77
2024-06-25,Tuesday,19:05,Foie Gras,50,9.62
2024-11-12,Tuesday,19:18,Truffle Risotto,35,4.43
2024-08-14,Wednesday,20:10,Lobster Thermidor,55,8.41
2024-01-07,Sunday,21:44,Foie Gras,50,7.61
2024-09-16,Monday,17:48,Duck Confit,40,7.37
2024-01-26,Friday,17:06,Truffle Risotto,35,10.23
2024-08-12,Monday,20:04,Chocolate Souffle,20,4.83
2024-11-02,Saturday,19:06,Creme Brulee,15,2.37
2024-07-13,Saturday,17:49,Salmon en Papillote,30,5.53
2024-06-23,Sunday,21:15,Creme Brulee,15,3.66
2024-07-16,Tuesday,18:12,Filet Mignon,45,11.29
2024-04-11,Thursday,18:56,Chocolate Souffle,20,2.76
2024-11-21,Thursday,19:42,Chocolate Souffle,20,5.84
2024-11-17,Sunday,20:56,Creme Brulee,15,4.09
2024-06-17,Monday,19:25,Lobster Thermidor,55,8.41
2024-08-21,Wednesday,20:03,Chocolate Souffle,20,3.06
2024-10-15,Tuesday,20:31,Lobster Thermidor,55,11.04
2024-08-06,Tuesday,17:50,Creme Brulee,15,2.98
2024-04-03,Wednesday,18:19,Chocolate Souffle,20,5.36
2024-03-10,Sunday,19:08,Chocolate Souffle,20,3.89
2024-06-18,Tuesday,17:21,Salmon en Papillote,30,3.88
2024-10-02,Wednesday,20:36,Chocolate Souffle,20,4.55
2024-06-28,Friday,19:50,Lobster Thermidor,55,8.11
2024-01-08,Monday,20:47,Salmon en Papillote,30,3.18
2024-04-19,Friday,17:13,Foie Gras,50,13.61
2024-12-25,Wednesday,19:04,Truffle Risotto,35,4.61
2024-08-08,Thursday,19:48,Duck Confit,40,8.79
2024-08-23,Friday,18:30,Lobster Thermidor,55,6.86
2024-05-04,Saturday,19:06,Creme Brulee,15,2.19
2024-06-02,Sunday,19:34,Salmon en Papillote,30,5.53
2024-08-03,Saturday,20:19,Creme Brulee,15,2.21
2024-10-23,Wednesday,19:35,Duck Confit,40,7.36
2024-10-04,Friday,19:51,Lobster Thermidor,55,9.37
2024-11-20,Wednesday,19:53,Duck Confit,40,9.37
2024-05-03,Friday,21:51,Duck Confit,40,10.51
2024-10-27,Sunday,19:27,Filet Mignon,45,7.63
2024-03-08,Friday,20:31,Foie Gras,50,7.95
2024-09-01,Sunday,21:45,Chocolate Souffle,20,3.83
2024-10-07,Monday,20:33,Truffle Risotto,35,10.23
2024-11-17,Sunday,19:12,Creme Brulee,15,3.4
2024-01-05,Friday,20:05,Chocolate Souffle,20,3.24
2024-11-11,Monday,21:43,Lobster Thermidor,55,10.22
2024-12-21,Saturday,20:50,Duck Confit,40,10.71
2024-03-05,Tuesday,17:22,Creme Brulee,15,3.73
2024-09-14,Saturday,18:04,Salmon en Papillote,30,4.02
2024-07-23,Tuesday,20:58,Creme Brulee,15,3.86
2024-08-05,Monday,19:00,Truffle Risotto,35,3.68
2024-01-08,Monday,19:00,Duck Confit,40,10.96
2024-02-13,Tuesday,21:56,Foie Gras,50,6.11
2024-08-08,Thursday,17:13,Truffle Risotto,35,5.44
2024-11-21,Thursday,18:34,Truffle Risotto,35,7.65
2024-02-23,Friday,20:40,Salmon en Papillote,30,3.28
2024-09-21,Saturday,19:28,Chocolate Souffle,20,2.85
2024-06-07,Friday,19:20,Creme Brulee,15,4.04
2024-10-11,Friday,19:48,Filet Mignon,45,5.3
2024-03-14,Thursday,21:49,Creme Brulee,15,2.14
2024-03-07,Thursday,17:10,Duck Confit,40,4.73
2024-10-09,Wednesday,18:14,Chocolate Souffle,20,5.08
2024-06-04,Tuesday,19:41,Truffle Risotto,35,8.07
2024-02-12,Monday,18:45,Chocolate Souffle,20,3.71
2024-03-26,Tuesday,20:51,Chocolate Souffle,20,4.71
2024-08-07,Wednesday,20:26,Foie Gras,50,11.1
2024-07-12,Friday,19:12,Foie Gras,50,12.96
2024-12-13,Friday,19:29,Salmon en Papillote,30,6.59
2024-12-13,Friday,17:17,Chocolate Souffle,20,5.73
2024-12-01,Sunday,20:25,Foie Gras,50,7.6
2024-01-18,Thursday,18:33,Truffle Risotto,35,6.14
2024-03-19,Tuesday,17:28,Filet Mignon,45,5.77
2024-02-19,Monday,19:00,Chocolate Souffle,20,3.94
2024-12-24,Tuesday,17:45,Foie Gras,50,13.2
2024-06-28,Friday,20:03,Lobster Thermidor,55,15.2
2024-03-15,Friday,21:36,Chocolate Souffle,20,5.9
2024-12-10,Tuesday,20:53,Chocolate Souffle,20,3.98
2024-03-21,Thursday,17:05,Truffle Risotto,35,7.49
2024-05-19,Sunday,18:57,Lobster Thermidor,55,6.23
2024-04-24,Wednesday,19:04,Duck Confit,40,7.16
2024-10-09,Wednesday,20:43,Duck Confit,40,10.58
2024-06-02,Sunday,21:32,Foie Gras,50,10.28
2024-09-08,Sunday,21:27,Salmon en Papillote,30,6.61
2024-10-25,Friday,18:50,Truffle Risotto,35,9.62
2024-02-08,Thursday,17:10,Duck Confit,40,11.07
2024-09-16,Monday,20:24,Chocolate Souffle,20,5.27
2024-10-25,Friday,20:53,Filet Mignon,45,5.69
2024-03-11,Monday,17:00,Truffle Risotto,35,10.38
2024-12-04,Wednesday,18:54,Filet Mignon,45,12.91
2024-11-04,Monday,20:49,Creme Brulee,15,3.45
2024-06-23,Sunday,21:48,Foie Gras,50,10.5
2024-12-21,Saturday,21:30,Duck Confit,40,4.19
2024-02-12,Monday,21:45,Foie Gras,50,12.41
2024-07-25,Thursday,18:02,Filet Mignon,45,7.36
2024-06-15,Saturday,21:47,Truffle Risotto,35,8.48
2024-05-03,Friday,17:30,Creme Brulee,15,4.44
2024-11-21,Thursday,17:43,Foie Gras,50,11.51
2024-09-17,Tuesday,19:50,Salmon en Papillote,30,4.65
2024-11-19,Tuesday,21:22,Truffle Risotto,35,4.52
2024-09-20,Friday,20:37,Creme Brulee,15,3.95
2024-10-03,Thursday,19:31,Duck Confit,40,5.69
2024-07-03,Wednesday,20:11,Truffle Risotto,35,10.04
2024-12-07,Saturday,21:01,Salmon en Papillote,30,5.88
2024-11-21,Thursday,19:59,Salmon en Papillote,30,6.07
2024-05-20,Monday,18:19,Chocolate Souffle,20,2.29
2024-04-08,Monday,20:34,Filet Mignon,45,12.64
2024-04-10,Wednesday,18:49,Truffle Risotto,35,5.29
2024-03-03,Sunday,19:12,Duck Confit,40,9.99
2024-04-26,Friday,21:14,Foie Gras,50,9.1
2024-12-14,Saturday,18:14,Salmon en Papillote,30,7.09
2024-01-12,Friday,19:19,Chocolate Souffle,20,5.92
2024-03-06,Wednesday,18:21,Creme Brulee,15,1.55
2024-04-13,Saturday,21:10,Duck Confit,40,10.08
2024-02-28,Wednesday,21:16,Duck Confit,40,4.05
2024-10-07,Monday,20:41,Duck Confit,40,8.0
2024-12-10,Tuesday,21:57,Truffle Risotto,35,7.95
2024-05-03,Friday,20:15,Creme Brulee,15,4.34
2024-02-02,Friday,18:18,Truffle Risotto,35,8.64
2024-02-09,Friday,17:12,Lobster Thermidor,55,5.94
2024-05-09,Thursday,18:34,Salmon en Papillote,30,9.0
2024-10-06,Sunday,20:46,Duck Confit,40,8.65
2024-05-20,Monday,21:17,Foie Gras,50,10.6
2024-08-05,Monday,18:55,Duck Confit,40,7.66
2024-09-02,Monday,21:01,Chocolate Souffle,20,5.88
2024-02-19,Monday,17:04,Chocolate Souffle,20,2.02
2024-07-26,Friday,21:06,Duck Confit,40,4.15
2024-02-05,Monday,20:46,Foie Gras,50,6.52
2024-05-02,Thursday,18:21,Foie Gras,50,8.68
2024-03-14,Thursday,17:14,Lobster Thermidor,55,8.16
2024-08-26,Monday,17:29,Lobster Thermidor,55,15.2
2024-11-01,Friday,21:37,Filet Mignon,45,8.47
2024-06-26,Wednesday,20:03,Lobster Thermidor,55,7.52
2024-01-13,Saturday,17:48,Chocolate Souffle,20,2.21
2024-03-03,Sunday,19:53,Creme Brulee,15,2.99
2024-02-12,Monday,19:20,Duck Confit,40,8.02
2024-05-01,Wednesday,19:54,Chocolate Souffle,20,2.43
2024-11-08,Friday,20:47,Truffle Risotto,35,8.01
2024-12-05,Thursday,20:01,Duck Confit,40,9.63
2024-07-18,Thursday,20:42,Duck Confit,40,7.21
2024-09-25,Wednesday,20:51,Chocolate Souffle,20,4.05
2024-03-17,Sunday,17:14,Lobster Thermidor,55,8.88
2024-08-12,Monday,17:34,Creme Brulee,15,3.48
2024-11-28,Thursday,20:40,Creme Brulee,15,1.85
2024-02-19,Monday,18:04,Filet Mignon,45,13.01
2024-01-16,Tuesday,18:31,Chocolate Souffle,20,5.39
2024-09-15,Sunday,18:38,Salmon en Papillote,30,8.94
2024-01-09,Tuesday,19:41,Filet Mignon,45,8.67
2024-10-14,Monday,21:03,Truffle Risotto,35,10.2
2024-01-11,Thursday,18:01,Creme Brulee,15,4.19
2024-03-01,Friday,18:05,Salmon en Papillote,30,3.75
2024-05-15,Wednesday,20:06,Salmon en Papillote,30,4.31
2024-10-28,Monday,19:03,Creme Brulee,15,1.88
2024-09-26,Thursday,19:10,Chocolate Souffle,20,5.14
2024-11-12,Tuesday,20:28,Duck Confit,40,11.36
2024-09-01,Sunday,17:51,Creme Brulee,15,2.4
2024-11-13,Wednesday,20:38,Chocolate Souffle,20,2.04
2024-02-17,Saturday,17:30,Salmon en Papillote,30,7.94
2024-12-01,Sunday,18:18,Foie Gras,50,7.09
2024-09-11,Wednesday,17:53,Duck Confit,40,7.76
2024-07-08,Monday,19:23,Foie Gras,50,6.33
2024-09-23,Monday,18:52,Creme Brulee,15,1.71
2024-02-03,Saturday,20:26,Salmon en Papillote,30,6.03
2024-02-03,Saturday,21:05,Duck Confit,40,8.73
2024-12-14,Saturday,21:08,Lobster Thermidor,55,13.86
2024-06-17,Monday,19:13,Lobster Thermidor,55,10.03
2024-07-22,Monday,21:40,Salmon en Papillote,30,6.54
2024-10-04,Friday,20:02,Filet Mignon,45,11.75
2024-04-14,Sunday,20:31,Filet Mignon,45,8.73
2024-09-17,Tuesday,18:00,Salmon en Papillote,30,6.11
2024-08-04,Sunday,19:23,Lobster Thermidor,55,15.92
2024-05-18,Saturday,21:03,Foie Gras,50,12.28
2024-03-03,Sunday,19:33,Duck Confit,40,4.07
2024-09-15,Sunday,18:08,Creme Brulee,15,3.06
2024-07-20,Saturday,18:32,Truffle Risotto,35,8.44
2024-06-18,Tuesday,21:59,Salmon en Papillote,30,3.57
2024-09-11,Wednesday,20:18,Filet Mignon,45,7.0
2024-05-15,Wednesday,21:53,Salmon en Papillote,30,8.87
2024-05-26,Sunday,18:28,Chocolate Souffle,20,5.36
2024-03-11,Monday,17:34,Foie Gras,50,9.83
2024-02-18,Sunday,18:54,Duck Confit,40,10.3
2024-09-07,Saturday,18:53,Salmon en Papillote,30,6.77
2024-08-09,Friday,18:54,Salmon en Papillote,30,3.51
2024-09-15,Sunday,19:06,Creme Brulee,15,2.57
2024-04-05,Friday,19:06,Chocolate Souffle,20,3.22
2024-12-04,Wednesday,21:55,Duck Confit,40,11.84
2024-08-20,Tuesday,18:15,Truffle Risotto,35,9.18
2024-12-21,Saturday,17:13,Filet Mignon,45,12.72
2024-05-18,Saturday,19:54,Creme Brulee,15,1.82
2024-12-20,Friday,19:25,Truffle Risotto,35,5.84
2024-04-27,Saturday,17:58,Duck Confit,40,5.77
2024-07-08,Monday,20:40,Filet Mignon,45,4.86
2024-06-13,Thursday,17:39,Chocolate Souffle,20,5.79
2024-06-04,Tuesday,19:59,Filet Mignon,45,12.36
2024-06-16,Sunday,18:52,Creme Brulee,15,2.46
2024-05-06,Monday,18:46,Truffle Risotto,35,4.14
2024-05-20,Monday,21:54,Lobster Thermidor,55,10.02
2024-05-13,Monday,19:10,Creme Brulee,15,3.58
2024-10-05,Saturday,18:19,Duck Confit,40,4.61
2024-11-03,Sunday,18:27,Filet Mignon,45,9.55
2024-03-18,Monday,18:09,Salmon en Papillote,30,4.82
2024-12-16,Monday,18:09,Creme Brulee,15,2.22
2024-12-05,Thursday,21:49,Salmon en Papillote,30,6.75
2024-09-01,Sunday,20:26,Duck Confit,40,6.54
2024-09-09,Monday,18:20,Filet Mignon,45,12.23
2024-12-08,Sunday,17:57,Filet Mignon,45,5.54
2024-10-09,Wednesday,18:50,Truffle Risotto,35,6.0
2024-07-02,Tuesday,19:02,Salmon en Papillote,30,3.16
2024-03-24,Sunday,21:20,Lobster Thermidor,55,10.5
2024-04-11,Thursday,17:24,Chocolate Souffle,20,4.89
2024-03-13,Wednesday,18:34,Foie Gras,50,9.93
2024-09-20,Friday,18:45,Creme Brulee,15,3.53
2024-07-10,Wednesday,18:42,Salmon en Papillote,30,7.53
2024-05-16,Thursday,17:47,Truffle Risotto,35,9.52
2024-12-05,Thursday,18:22,Duck Confit,40,7.43
2024-01-13,Saturday,21:28,Truffle Risotto,35,6.88
2024-10-03,Thursday,20:44,Creme Brulee,15,3.45
2024-10-17,Thursday,18:38,Lobster Thermidor,55,9.84
2024-01-07,Sunday,21:15,Filet Mignon,45,8.16
2024-10-06,Sunday,21:52,Duck Confit,40,7.46
2024-05-18,Saturday,17:24,Filet Mignon,45,7.43
2024-01-12,Friday,18:39,Truffle Risotto,35,10.37
2024-03-20,Wednesday,21:56,Truffle Risotto,35,9.45
2024-07-19,Friday,18:01,Lobster Thermidor,55,15.26
2024-09-27,Friday,20:22,Filet Mignon,45,8.64
2024-09-28,Saturday,17:26,Lobster Thermidor,55,16.06
2024-05-02,Thursday,21:20,Lobster Thermidor,55,9.32
2024-01-17,Wednesday,18:52,Foie Gras,50,10.26
2024-04-23,Tuesday,18:32,Lobster Thermidor,55,8.25
2024-11-04,Monday,19:55,Lobster Thermidor,55,12.37
2024-08-23,Friday,18:04,Creme Brulee,15,3.11
2024-12-07,Saturday,20:16,Lobster Thermidor,55,14.93
2024-05-21,Tuesday,21:28,Salmon en Papillote,30,6.23
2024-05-15,Wednesday,19:37,Salmon en Papillote,30,8.25
2024-06-27,Thursday,21:03,Duck Confit,40,9.2
2024-08-07,Wednesday,21:45,Foie Gras,50,10.58
2024-10-23,Wednesday,20:59,Lobster Thermidor,55,14.8
2024-03-19,Tuesday,17:28,Truffle Risotto,35,4.07
2024-07-17,Wednesday,17:49,Creme Brulee,15,3.81
2024-01-23,Tuesday,18:03,Foie Gras,50,13.63
2024-03-13,Wednesday,17:12,Filet Mignon,45,7.67
2024-10-26,Saturday,19:45,Filet Mignon,45,4.57
2024-09-07,Saturday,18:12,Lobster Thermidor,55,12.39
2024-03-26,Tuesday,21:35,Lobster Thermidor,55,8.67
2024-03-04,Monday,20:27,Creme Brulee,15,2.58
2024-06-06,Thursday,19:38,Truffle Risotto,35,3.98
2024-07-22,Monday,21:27,Foie Gras,50,14.06
2024-10-27,Sunday,18:01,Filet Mignon,45,9.27
2024-12-20,Friday,20:10,Truffle Risotto,35,6.81
2024-09-06,Friday,17:54,Foie Gras,50,5.63
2024-12-26,Thursday,21:57,Foie Gras,50,6.82
2024-05-06,Monday,19:43,Creme Brulee,15,3.16
2024-06-27,Thursday,19:19,Filet Mignon,45,9.45
2024-07-24,Wednesday,19:43,Creme Brulee,15,2.23
2024-09-18,Wednesday,20:58,Filet Mignon,45,7.28
2024-06-21,Friday,18:36,Foie Gras,50,5.04
2024-06-16,Sunday,20:04,Duck Confit,40,5.62
2024-05-06,Monday,19:39,Lobster Thermidor,55,9.45
2024-11-23,Saturday,21:28,Creme Brulee,15,3.29
2024-06-14,Friday,19:06,Chocolate Souffle,20,4.7
2024-12-18,Wednesday,18:00,Filet Mignon,45,12.86
2024-01-07,Sunday,20:07,Salmon en Papillote,30,8.36
2024-02-27,Tuesday,17:48,Lobster Thermidor,55,9.48
2024-12-15,Sunday,21:38,Creme Brulee,15,3.83
2024-12-16,Monday,21:31,Salmon en Papillote,30,6.19
2024-02-26,Monday,21:47,Salmon en Papillote,30,3.28
2024-08-12,Monday,18:49,Duck Confit,40,10.05
2024-10-26,Saturday,21:34,Salmon en Papillote,30,5.44
2024-05-05,Sunday,21:11,Lobster Thermidor,55,13.87
2024-10-08,Tuesday,18:44,Chocolate Souffle,20,2.6
2024-01-27,Saturday,20:00,Chocolate Souffle,20,4.68
2024-05-06,Monday,20:16,Filet Mignon,45,5.4
2024-09-07,Saturday,20:31,Creme Brulee,15,3.73
2024-10-16,Wednesday,20:57,Truffle Risotto,35,5.22
2024-03-02,Saturday,20:42,Salmon en Papillote,30,6.4
2024-08-27,Tuesday,19:44,Chocolate Souffle,20,4.64
2024-07-10,Wednesday,20:51,Chocolate Souffle,20,5.59
2024-01-16,Tuesday,19:43,Foie Gras,50,9.9
2024-04-20,Saturday,17:27,Foie Gras,50,8.39
2024-04-18,Thursday,19:05,Foie Gras,50,9.25
2024-09-22,Sunday,17:55,Duck Confit,40,11.55
2024-05-07,Tuesday,18:08,Salmon en Papillote,30,8.74
2024-03-06,Wednesday,17:06,Salmon en Papillote,30,6.17
2024-02-03,Saturday,17:18,Salmon en Papillote,30,6.52
2024-01-06,Saturday,21:18,Salmon en Papillote,30,5.28
2024-05-15,Wednesday,18:18,Duck Confit,40,4.74
2024-10-28,Monday,18:33,Creme Brulee,15,3.96
2024-02-14,Wednesday,18:52,Chocolate Souffle,20,4.54
2024-09-20,Friday,19:31,Chocolate Souffle,20,2.82
