Date,Time,Day of Week,Item,Price,Tip,Cost,Server
2024-03-31,19:10,Sunday,Soup,39.06,8.4,12.22,Charlie
2024-03-14,16:48,Thursday,Pasta,15.56,3.15,14.44,Henry
2024-03-03,14:55,Sunday,Tacos,34.37,7.42,13.88,Henry
2024-03-06,19:1,Wednesday,Pasta,48.55,10.05,12.14,Ivy
2024-03-03,19:19,Sunday,Burger,26.12,4.8,10.14,Emma
2024-03-28,16:30,Thursday,Pasta,36.53,7.2,4.5,Emma
2024-03-29,16:12,Friday,Burger,28.04,4.42,9.42,Frank
2024-03-21,15:13,Thursday,Salad,30.66,5.05,6.17,Grace
2024-03-26,21:52,Tuesday,Salad,36.51,8.64,9.42,Bob
2024-03-01,20:26,Friday,Tacos,23.05,4.79,8.22,Frank
2024-03-28,15:59,Thursday,Ramen,12.54,2.25,9.08,Ivy
2024-03-31,17:44,Sunday,Burger,19.94,4.18,8.57,David
2024-03-21,21:49,Thursday,Sandwich,31.85,4.86,11.18,Emma
2024-03-26,18:6,Tuesday,Sandwich,41.44,10.02,3.25,Emma
2024-03-14,12:9,Thursday,Sandwich,37.95,6.06,6.7,Ivy
2024-03-13,11:18,Wednesday,Pizza,10.67,2.66,7.43,Frank
2024-03-16,19:9,Saturday,Ramen,16.56,3.54,10.59,Henry
2024-03-05,16:48,Tuesday,Pizza,45.28,10.86,6.87,Grace
2024-03-13,18:31,Wednesday,Sushi,25.55,5.16,9.82,Jack
2024-03-31,13:15,Sunday,Tacos,12.07,2.32,12.59,Emma
2024-03-11,17:3,Monday,Sandwich,16.22,2.95,10.97,Henry
2024-03-16,16:12,Saturday,Salad,36.18,8.08,7.81,Jack
2024-03-30,19:53,Saturday,Tacos,33.5,6.18,14.75,Charlie
2024-03-13,14:28,Wednesday,Salad,48.51,7.62,8.44,Ivy
2024-03-15,20:40,Friday,Ramen,29.86,5.35,11.88,Henry
2024-03-06,14:21,Wednesday,Salad,34.66,6.38,9.55,Ivy
2024-03-24,12:36,Sunday,Steak,38.74,8.41,5.72,Bob
2024-03-02,20:1,Saturday,Pasta,24.08,3.72,5.03,David
2024-03-12,17:1,Tuesday,Burger,43.71,7.28,13.8,Bob
2024-03-24,20:26,Sunday,Pizza,39.12,6.39,4.6,Frank
2024-03-29,15:16,Friday,Burger,17.93,3.72,10.78,Henry
2024-03-09,13:8,Saturday,Salad,44.9,11.17,3.96,Bob
2024-03-26,11:45,Tuesday,Ramen,42.9,8.34,10.42,Emma
2024-03-09,12:39,Saturday,Burger,33.75,8.23,10.0,Charlie
2024-03-22,20:12,Friday,Pasta,46.72,10.25,14.74,Grace
2024-03-31,18:24,Sunday,Pizza,28.26,7.03,9.64,Emma
2024-03-14,19:48,Thursday,Sushi,32.51,7.33,8.09,Henry
2024-03-12,20:53,Tuesday,Steak,47.68,8.96,7.03,Frank
2024-03-29,21:35,Friday,Pasta,38.77,7.49,12.96,Emma
2024-03-05,17:37,Tuesday,Burger,30.53,5.4,12.3,Grace
2024-03-17,18:56,Sunday,Sandwich,42.74,10.1,12.94,Jack
2024-03-23,16:35,Saturday,Soup,36.61,6.34,9.88,Charlie
2024-03-11,17:14,Monday,Ramen,33.05,7.7,12.35,Ivy
2024-03-14,15:17,Thursday,Salad,11.26,2.75,4.92,Jack
2024-03-12,17:54,Tuesday,Ramen,31.02,7.67,4.95,Charlie
2024-03-30,11:36,Saturday,Soup,48.97,9.93,3.8,Emma
2024-03-13,15:54,Wednesday,Pasta,32.08,7.42,8.95,Alice
2024-03-09,11:48,Saturday,Salad,11.19,1.86,11.26,Ivy
2024-03-03,17:16,Sunday,Sushi,22.0,4.36,8.54,Emma
2024-03-22,14:32,Friday,Ramen,19.55,2.95,3.73,Henry
2024-03-28,11:56,Thursday,Steak,22.86,4.3,8.45,David
2024-03-14,16:21,Thursday,Pasta,39.95,6.85,6.55,Alice
2024-03-07,14:56,Thursday,Pizza,18.06,4.09,4.53,Henry
2024-03-25,15:2,Monday,Tacos,41.12,9.05,7.74,Jack
2024-03-04,16:24,Monday,Steak,20.31,3.29,15.0,Jack
2024-03-23,12:56,Saturday,Sushi,38.75,9.27,10.8,Emma
2024-03-18,17:50,Monday,Soup,19.44,4.26,11.1,Grace
2024-03-12,19:14,Tuesday,Pasta,47.35,8.51,3.18,Henry
2024-03-17,12:14,Sunday,Sandwich,10.53,2.39,8.25,Alice
2024-03-17,12:55,Sunday,Sushi,46.52,7.47,12.05,Henry
2024-03-17,12:12,Sunday,Ramen,44.44,8.16,14.33,Ivy
2024-03-24,15:29,Sunday,Sandwich,22.63,3.81,14.03,Ivy
2024-03-10,11:11,Sunday,Ramen,28.22,4.37,7.76,Jack
2024-03-02,11:13,Saturday,Tacos,29.83,5.25,11.06,Frank
2024-03-15,14:16,Friday,Sushi,13.83,2.19,7.61,Grace
2024-03-10,12:7,Sunday,Burger,32.45,5.69,9.85,Jack
2024-03-02,21:37,Saturday,Soup,45.92,10.86,12.75,Ivy
2024-03-26,18:19,Tuesday,Soup,27.09,6.46,13.63,David
2024-03-23,12:17,Saturday,Sushi,20.23,3.71,9.01,Charlie
2024-03-17,12:8,Sunday,Salad,46.41,10.71,9.77,Alice
2024-03-06,18:3,Wednesday,Steak,13.38,2.92,8.42,Frank
2024-03-02,14:20,Saturday,Burger,20.44,3.6,9.67,David
2024-03-29,20:50,Friday,Ramen,49.25,8.29,8.37,Jack
2024-03-22,18:1,Friday,Pasta,40.31,6.55,7.93,Frank
2024-03-01,12:5,Friday,Soup,28.03,5.82,7.91,Bob
2024-03-31,11:39,Sunday,Pizza,12.12,2.68,5.56,Alice
2024-03-19,14:55,Tuesday,Soup,11.81,2.72,13.49,Alice
2024-03-30,13:52,Saturday,Salad,25.15,4.28,4.15,Grace
2024-03-13,15:27,Wednesday,Pizza,14.85,2.71,8.74,Henry
2024-03-27,18:29,Wednesday,Ramen,39.38,6.68,10.65,Grace
2024-03-01,17:23,Friday,Pasta,17.63,2.75,7.81,Ivy
2024-03-07,14:53,Thursday,Tacos,26.68,6.22,6.07,David
2024-03-04,19:20,Monday,Sandwich,11.65,2.18,7.19,Frank
2024-03-12,16:42,Tuesday,Sandwich,10.57,2.21,10.94,Bob
2024-03-30,17:42,Saturday,Soup,17.65,4.33,3.73,Henry
2024-03-22,13:49,Friday,Tacos,42.7,7.83,4.08,David
2024-03-13,16:7,Wednesday,Pasta,43.17,9.52,14.28,David
2024-03-23,18:5,Saturday,Salad,35.27,5.77,14.24,Charlie
2024-03-31,19:39,Sunday,Pizza,43.25,7.06,9.32,Alice
2024-03-22,17:36,Friday,Tacos,35.14,7.14,8.22,Jack
2024-03-24,14:48,Sunday,Sushi,17.25,4.22,14.63,Grace
2024-03-22,21:0,Friday,Steak,24.59,5.08,6.6,Alice
2024-03-19,20:52,Tuesday,Ramen,33.59,7.71,5.24,Alice
2024-03-23,20:11,Saturday,Ramen,17.57,3.6,10.11,Ivy
2024-03-10,11:40,Sunday,Pizza,23.92,5.48,10.37,Charlie
2024-03-27,19:12,Wednesday,Pizza,22.62,3.71,9.38,Alice
2024-03-14,12:56,Thursday,Tacos,46.36,10.84,11.22,David
2024-03-23,19:49,Saturday,Burger,16.36,3.97,3.97,Jack
2024-03-23,14:19,Saturday,Burger,35.22,5.29,5.32,Alice
2024-03-17,16:19,Sunday,Sandwich,25.05,6.23,13.86,Henry
2024-03-14,15:18,Thursday,Tacos,34.91,8.42,3.78,Charlie
2024-03-12,14:25,Tuesday,Pizza,38.88,5.91,9.29,Charlie
2024-03-24,12:4,Sunday,Sushi,44.24,9.47,10.23,Bob
2024-03-10,16:34,Sunday,Tacos,13.82,2.43,14.27,Frank
2024-03-11,21:24,Monday,Burger,29.29,6.98,3.28,Jack
2024-03-22,15:18,Friday,Pasta,24.3,5.58,12.17,Jack
2024-03-28,16:2,Thursday,Salad,33.75,6.98,6.9,David
2024-03-26,20:25,Tuesday,Tacos,38.51,9.02,11.5,Alice
2024-03-13,11:30,Wednesday,Burger,25.5,3.96,4.19,Jack
2024-03-15,15:56,Friday,Soup,30.99,5.62,6.2,Grace
2024-03-27,19:11,Wednesday,Salad,33.95,5.77,4.17,Henry
2024-03-31,13:30,Sunday,Soup,11.45,2.75,7.23,Frank
2024-03-30,14:58,Saturday,Soup,48.29,8.85,10.44,Frank
2024-03-07,14:0,Thursday,Tacos,20.07,4.41,12.83,Charlie
2024-03-08,12:31,Friday,Steak,10.87,2.1,9.52,Henry
2024-03-22,14:12,Friday,Pizza,29.97,7.44,13.02,Alice
2024-03-30,19:6,Saturday,Sushi,32.21,6.67,11.15,Bob
2024-03-28,16:27,Thursday,Tacos,16.85,2.83,13.04,Bob
2024-03-06,17:5,Wednesday,Tacos,21.1,3.28,13.62,Bob
2024-03-27,17:53,Wednesday,Steak,48.2,8.97,4.41,Frank
2024-03-02,21:39,Saturday,Steak,45.92,10.52,11.22,Ivy
2024-03-12,19:7,Tuesday,Sandwich,16.85,3.69,6.7,Charlie
2024-03-17,12:28,Sunday,Steak,21.69,5.42,8.6,Grace
2024-03-27,19:8,Wednesday,Salad,20.33,3.14,10.78,Bob
2024-03-03,11:14,Sunday,Ramen,45.55,7.99,3.26,Ivy
2024-03-16,14:25,Saturday,Ramen,21.25,3.26,14.63,Alice
2024-03-10,20:1,Sunday,Sushi,29.25,5.18,12.84,Jack
2024-03-27,12:40,Wednesday,Salad,49.28,8.34,11.29,Charlie
2024-03-27,13:23,Wednesday,Sushi,48.74,11.66,3.95,Bob
2024-03-11,20:36,Monday,Pizza,46.12,11.27,4.66,Charlie
2024-03-05,19:39,Tuesday,Sushi,32.47,7.43,13.07,Emma
2024-03-13,14:21,Wednesday,Soup,29.26,5.25,3.23,Ivy
2024-03-22,12:46,Friday,Sushi,25.77,6.41,12.44,Bob
2024-03-04,12:12,Monday,Salad,47.82,7.52,10.99,David
2024-03-05,20:0,Tuesday,Pasta,36.15,8.83,5.32,Emma
2024-03-01,13:47,Friday,Burger,41.48,9.24,14.37,Grace
2024-03-22,21:32,Friday,Burger,22.1,3.77,9.63,Jack
2024-03-11,21:2,Monday,Salad,17.85,3.79,8.67,Charlie
2024-03-02,19:19,Saturday,Burger,19.41,3.17,3.13,David
2024-03-12,15:25,Tuesday,Ramen,38.68,9.41,12.7,Alice
2024-03-05,18:49,Tuesday,Burger,16.55,2.89,13.48,Emma
2024-03-26,17:24,Tuesday,Sandwich,26.03,5.22,12.81,Jack
2024-03-26,20:47,Tuesday,Salad,13.31,2.3,12.41,Grace
2024-03-02,14:30,Saturday,Sandwich,15.4,2.79,6.18,Alice
2024-03-08,20:33,Friday,Soup,36.41,6.63,14.35,David
2024-03-11,18:1,Monday,Pasta,30.31,5.41,5.76,Henry
2024-03-31,18:27,Sunday,Soup,38.06,8.25,13.07,David
2024-03-26,20:29,Tuesday,Burger,39.24,6.97,14.32,Bob
2024-03-17,12:26,Sunday,Salad,34.18,5.7,13.18,Grace
2024-03-03,17:20,Sunday,Salad,17.11,3.02,7.16,Grace
2024-03-26,17:32,Tuesday,Sandwich,14.82,3.7,6.23,Frank
2024-03-14,11:40,Thursday,Pizza,35.19,7.94,14.73,Alice
2024-03-04,16:2,Monday,Pizza,23.62,5.27,7.24,Henry
2024-03-01,11:56,Friday,Soup,21.52,3.7,12.63,Jack
2024-03-14,18:41,Thursday,Ramen,39.22,6.6,3.89,David
2024-03-21,17:42,Thursday,Pasta,45.32,9.58,9.23,Grace
2024-03-29,15:56,Friday,Sandwich,48.01,8.05,14.02,Grace
2024-03-08,21:36,Friday,Steak,16.65,3.58,10.48,Frank
2024-03-17,14:6,Sunday,Sushi,15.49,2.46,8.74,Charlie
2024-03-10,20:2,Sunday,Salad,19.44,3.94,10.03,Henry
2024-03-10,17:0,Sunday,Burger,18.32,3.18,8.09,David
2024-03-24,16:44,Sunday,Sushi,38.65,8.47,3.38,Charlie
2024-03-25,17:42,Monday,Steak,18.52,4.44,6.24,Ivy
2024-03-06,18:17,Wednesday,Salad,16.72,3.32,9.04,Grace
2024-03-30,21:32,Saturday,Ramen,25.42,5.41,9.37,Alice
2024-03-13,20:25,Wednesday,Pizza,23.89,5.96,6.06,Frank
2024-03-09,12:57,Saturday,Ramen,16.25,3.71,7.65,Emma
2024-03-07,15:46,Thursday,Tacos,27.96,4.47,6.2,Charlie
2024-03-24,20:36,Sunday,Salad,43.0,7.73,12.46,Alice
2024-03-15,18:39,Friday,Tacos,18.83,3.72,8.75,Emma
2024-03-02,14:14,Saturday,Soup,22.43,5.25,7.37,Jack
2024-03-30,21:40,Saturday,Salad,42.14,6.87,12.33,Emma
2024-03-03,14:43,Sunday,Pizza,24.4,3.82,6.85,Frank
2024-03-21,19:28,Thursday,Soup,39.25,7.42,8.3,Charlie
2024-03-19,20:59,Tuesday,Salad,42.88,9.1,10.41,Grace
2024-03-04,19:57,Monday,Tacos,13.45,3.24,14.68,Ivy
2024-03-03,13:9,Sunday,Soup,46.28,10.38,13.42,Bob
2024-03-12,11:21,Tuesday,Soup,12.89,2.76,11.38,Henry
2024-03-20,17:7,Wednesday,Sushi,12.92,2.26,8.65,Henry
2024-03-14,21:12,Thursday,Sushi,21.22,3.74,8.45,Charlie
2024-03-04,16:2,Monday,Salad,46.01,9.91,9.34,David
2024-03-20,13:18,Wednesday,Soup,38.23,6.22,3.95,Henry
2024-03-17,12:20,Sunday,Sandwich,23.89,5.81,6.71,Bob
2024-03-26,12:10,Tuesday,Soup,37.35,6.53,4.22,Alice
2024-03-17,18:15,Sunday,Steak,15.67,3.66,14.51,Henry
2024-03-05,21:16,Tuesday,Tacos,37.64,8.32,13.31,Frank
2024-03-07,16:38,Thursday,Sandwich,31.69,7.63,10.27,David
2024-03-16,21:44,Saturday,Salad,40.96,9.89,3.53,Frank
2024-03-20,19:51,Wednesday,Salad,18.63,2.97,11.28,Emma
2024-03-22,13:42,Friday,Salad,49.92,10.72,6.77,Emma
2024-03-29,11:42,Friday,Burger,41.36,7.56,10.64,Henry
2024-03-04,18:18,Monday,Sandwich,32.04,6.0,6.46,Grace
2024-03-06,20:5,Wednesday,Pasta,46.59,10.76,3.12,Grace
2024-03-30,11:57,Saturday,Sandwich,32.79,8.18,9.25,Charlie
2024-03-07,19:45,Thursday,Pizza,24.17,6.04,14.34,Bob
2024-03-03,21:0,Sunday,Pizza,15.49,3.14,6.82,David
2024-03-17,15:25,Sunday,Burger,47.37,7.27,7.21,Emma
2024-03-27,19:17,Wednesday,Pizza,32.43,5.81,4.61,Ivy
2024-03-29,17:25,Friday,Soup,15.23,3.78,3.2,Charlie
2024-03-17,13:19,Sunday,Pizza,10.67,1.71,3.42,Frank
2024-03-22,16:29,Friday,Steak,15.26,2.65,9.54,Jack
2024-03-21,18:7,Thursday,Sandwich,45.99,10.35,11.87,Emma
2024-03-06,14:1,Wednesday,Steak,15.22,3.06,14.82,Alice
2024-03-22,12:53,Friday,Burger,49.7,10.21,10.92,Bob
2024-03-25,13:35,Monday,Sandwich,29.54,6.96,8.76,Emma
2024-03-31,13:5,Sunday,Soup,19.42,3.07,7.27,Bob
2024-03-15,17:49,Friday,Steak,13.26,2.99,5.15,Charlie
2024-03-13,18:52,Wednesday,Sushi,44.74,7.47,12.67,Charlie
2024-03-10,13:44,Sunday,Tacos,13.01,2.27,13.31,Jack
2024-03-26,12:56,Tuesday,Salad,36.82,9.0,8.64,David
2024-03-09,19:11,Saturday,Salad,18.97,4.13,4.39,Bob
2024-03-02,21:19,Saturday,Ramen,28.4,5.68,12.86,Ivy
2024-03-22,17:49,Friday,Pizza,31.61,6.48,14.67,Henry
2024-03-11,21:46,Monday,Salad,37.92,6.05,14.82,Jack
2024-03-10,12:10,Sunday,Burger,25.57,5.9,12.49,Bob
2024-03-15,12:30,Friday,Steak,23.47,4.43,13.6,Alice
2024-03-09,16:30,Saturday,Salad,30.93,6.07,10.27,Alice
2024-03-16,17:43,Saturday,Ramen,14.71,2.34,8.17,David
2024-03-20,16:55,Wednesday,Pizza,12.61,1.98,7.9,Henry
2024-03-19,15:35,Tuesday,Soup,18.49,2.93,6.43,Ivy
2024-03-18,20:1,Monday,Steak,39.98,6.52,4.3,Frank
2024-03-08,19:42,Friday,Soup,43.49,9.94,12.93,Ivy
2024-03-01,19:44,Friday,Pasta,19.29,4.02,8.83,Henry
2024-03-01,12:7,Friday,Soup,36.96,7.12,3.83,David
2024-03-04,18:14,Monday,Tacos,17.39,3.56,12.78,Emma
2024-03-18,17:14,Monday,Burger,27.23,5.32,6.61,Emma
2024-03-14,13:28,Thursday,Steak,33.63,7.13,12.73,Bob
2024-03-03,11:58,Sunday,Soup,17.99,3.87,14.25,David
2024-03-20,11:47,Wednesday,Soup,38.32,6.84,9.87,Grace
2024-03-02,21:10,Saturday,Soup,38.61,7.33,13.74,Charlie
2024-03-08,21:44,Friday,Salad,10.78,2.32,11.07,Jack
2024-03-11,16:40,Monday,Sandwich,15.04,3.14,4.44,Frank
2024-03-25,15:35,Monday,Soup,28.1,5.87,14.72,Henry
2024-03-23,21:4,Saturday,Pizza,49.25,12.23,12.05,Henry
2024-03-13,15:30,Wednesday,Burger,44.94,8.79,14.18,Charlie
2024-03-14,12:54,Thursday,Tacos,47.06,10.98,4.92,Ivy
2024-03-05,12:12,Tuesday,Pasta,24.39,5.16,5.05,Alice
2024-03-07,14:57,Thursday,Ramen,13.83,3.29,14.64,David
2024-03-09,21:53,Saturday,Soup,22.34,4.8,10.56,Henry
2024-03-07,20:23,Thursday,Salad,44.43,6.76,4.56,Henry
2024-03-10,14:43,Sunday,Sandwich,36.22,6.29,8.3,Ivy
2024-03-25,21:36,Monday,Sandwich,21.46,5.13,12.04,Jack
2024-03-01,19:17,Friday,Sandwich,32.43,5.14,13.43,Ivy
2024-03-04,14:31,Monday,Soup,37.19,8.64,14.97,Emma
2024-03-14,14:53,Thursday,Soup,41.9,8.93,10.17,Frank
2024-03-21,21:50,Thursday,Sandwich,16.63,3.22,12.99,Jack
2024-03-14,15:36,Thursday,Sandwich,11.14,1.73,6.22,Frank
2024-03-15,16:46,Friday,Salad,33.25,5.53,6.0,Henry
2024-03-22,14:52,Friday,Ramen,22.25,4.28,10.32,David
2024-03-05,11:45,Tuesday,Burger,14.41,2.2,4.45,Grace
2024-03-12,20:18,Tuesday,Burger,27.46,4.48,12.1,David
2024-03-03,13:53,Sunday,Pizza,24.8,3.97,13.13,Grace
2024-03-02,20:55,Saturday,Pizza,49.39,9.6,13.71,Ivy
2024-03-18,15:37,Monday,Pizza,39.83,7.38,4.43,Charlie
2024-03-01,12:29,Friday,Ramen,23.61,5.72,12.51,Henry
2024-03-05,17:3,Tuesday,Steak,32.08,5.93,9.18,David
2024-03-02,11:58,Saturday,Soup,41.98,8.98,4.27,Ivy
2024-03-16,14:46,Saturday,Sandwich,10.07,1.74,10.38,Emma
2024-03-23,14:8,Saturday,Soup,13.49,2.65,9.52,Alice
2024-03-09,19:55,Saturday,Burger,24.25,3.75,9.63,Ivy
2024-03-12,16:38,Tuesday,Steak,31.29,6.33,12.93,Ivy
2024-03-28,15:33,Thursday,Sandwich,30.34,7.3,6.53,David
2024-03-17,17:11,Sunday,Steak,37.61,5.97,8.89,Henry
2024-03-18,13:9,Monday,Soup,48.18,7.99,11.21,David
2024-03-22,12:15,Friday,Ramen,41.15,7.38,8.84,Alice
2024-03-16,17:4,Saturday,Soup,44.28,7.1,8.28,Henry
2024-03-10,11:46,Sunday,Sushi,11.76,2.91,8.98,Charlie
2024-03-14,16:32,Thursday,Sandwich,45.32,8.49,7.82,Grace
2024-03-24,15:24,Sunday,Sandwich,23.24,5.07,8.6,Grace
2024-03-30,16:13,Saturday,Pasta,14.11,2.87,11.7,Ivy
2024-03-17,20:23,Sunday,Steak,27.55,6.04,6.11,Emma
2024-03-31,11:48,Sunday,Soup,29.17,7.22,10.19,Ivy
2024-03-17,19:32,Sunday,Burger,20.49,4.05,9.37,Frank
2024-03-16,13:37,Saturday,Sushi,31.89,6.6,8.8,David
2024-03-27,18:22,Wednesday,Steak,13.69,2.05,6.83,Henry
2024-03-22,13:22,Friday,Salad,36.58,8.73,13.82,Jack
2024-03-16,17:41,Saturday,Salad,31.2,4.82,14.62,Alice
2024-03-23,18:37,Saturday,Sandwich,31.14,5.95,14.99,Henry
2024-03-17,11:49,Sunday,Tacos,46.29,8.93,9.3,Alice
2024-03-20,18:57,Wednesday,Ramen,35.32,7.63,5.03,David
2024-03-14,15:14,Thursday,Ramen,27.1,5.35,14.24,Grace
2024-03-07,18:23,Thursday,Burger,48.92,9.38,4.71,Frank
2024-03-24,21:54,Sunday,Pizza,48.95,11.9,4.18,Bob
2024-03-01,14:50,Friday,Soup,19.5,3.72,12.33,Alice
2024-03-04,14:57,Monday,Sushi,38.8,7.31,14.71,Grace
2024-03-29,18:38,Friday,Steak,29.02,5.24,3.59,Henry
2024-03-19,20:35,Tuesday,Sandwich,10.83,2.44,12.88,Alice
2024-03-15,15:25,Friday,Burger,23.75,4.14,14.09,Emma
2024-03-24,14:27,Sunday,Steak,14.24,3.13,7.83,Ivy
2024-03-01,15:2,Friday,Steak,16.72,3.92,9.97,David
2024-03-24,12:28,Sunday,Soup,35.34,6.11,13.82,Ivy
2024-03-23,19:43,Saturday,Sandwich,23.42,3.97,4.27,Alice
2024-03-11,12:5,Monday,Sushi,13.71,2.66,7.93,Ivy
2024-03-10,17:43,Sunday,Soup,32.76,7.87,12.56,Frank
2024-03-03,11:16,Sunday,Salad,18.32,4.18,6.02,Charlie
2024-03-19,14:11,Tuesday,Burger,35.84,8.71,3.16,Charlie
2024-03-25,17:50,Monday,Ramen,16.35,3.53,9.68,Henry
2024-03-14,14:7,Thursday,Sushi,38.67,8.0,3.65,Alice
2024-03-04,11:41,Monday,Tacos,18.39,4.41,3.29,Henry
2024-03-28,14:5,Thursday,Ramen,24.58,4.22,4.82,Alice
2024-03-27,12:2,Wednesday,Salad,22.18,4.91,3.75,David
2024-03-30,13:22,Saturday,Sushi,40.69,6.44,9.2,Emma
2024-03-05,21:0,Tuesday,Soup,43.16,7.24,11.96,Emma
2024-03-02,14:50,Saturday,Ramen,32.49,6.23,10.29,Charlie
2024-03-24,17:47,Sunday,Pasta,27.97,6.26,11.04,Emma
2024-03-07,12:35,Thursday,Pasta,21.72,3.91,13.37,Bob
2024-03-21,12:21,Thursday,Soup,47.91,7.44,10.02,Grace
2024-03-01,13:57,Friday,Pasta,44.08,9.75,14.82,Bob
2024-03-23,18:39,Saturday,Burger,23.4,3.81,12.88,Charlie
2024-03-04,19:30,Monday,Soup,45.07,7.17,11.98,Henry
2024-03-26,15:36,Tuesday,Salad,32.61,5.47,9.5,Bob
2024-03-05,12:6,Tuesday,Pizza,21.57,4.03,7.07,Jack
2024-03-05,20:11,Tuesday,Salad,30.46,6.8,11.38,Emma
2024-03-02,13:43,Saturday,Steak,14.16,2.46,3.51,Ivy
2024-03-18,18:31,Monday,Ramen,25.78,4.68,6.08,Jack
2024-03-31,18:17,Sunday,Pasta,10.03,2.14,5.46,Ivy
2024-03-02,12:58,Saturday,Pasta,20.24,3.17,5.25,Henry
2024-03-14,12:21,Thursday,Sushi,29.37,6.86,10.52,Grace
2024-03-26,20:17,Tuesday,Sandwich,17.93,4.21,10.65,Bob
2024-03-01,13:6,Friday,Sandwich,20.2,4.44,6.26,Charlie
2024-03-29,21:27,Friday,Pizza,49.41,11.7,8.23,Grace
2024-03-16,18:42,Saturday,Soup,15.53,2.67,13.81,Frank
2024-03-24,17:8,Sunday,Pasta,29.28,4.81,14.15,Jack
2024-03-19,13:44,Tuesday,Burger,38.71,7.91,7.67,Frank
2024-03-29,12:15,Friday,Tacos,30.75,5.76,12.96,Emma
2024-03-06,11:17,Wednesday,Ramen,26.86,6.05,4.57,Emma
2024-03-31,19:29,Sunday,Tacos,41.81,8.94,3.32,Alice
2024-03-01,11:43,Friday,Pasta,32.29,6.5,3.21,Charlie
2024-03-22,14:53,Friday,Salad,36.97,9.11,14.29,Frank
2024-03-31,14:28,Sunday,Burger,34.82,7.05,9.84,Ivy
2024-03-02,11:19,Saturday,Salad,10.5,1.89,12.32,Jack
2024-03-30,19:33,Saturday,Steak,44.56,8.16,5.91,Jack
2024-03-14,21:34,Thursday,Soup,12.34,2.8,7.25,Bob
2024-03-20,15:13,Wednesday,Soup,24.42,5.43,6.81,Bob
2024-03-15,16:0,Friday,Pasta,33.55,5.53,13.5,Ivy
2024-03-25,16:23,Monday,Sandwich,45.46,10.33,14.77,Grace
2024-03-25,13:7,Monday,Soup,27.73,6.64,6.64,Charlie
2024-03-03,16:13,Sunday,Pasta,12.73,2.06,12.15,Ivy
2024-03-15,15:42,Friday,Sushi,43.12,8.59,6.57,Emma
2024-03-28,15:40,Thursday,Burger,24.41,3.96,11.3,Jack
2024-03-16,17:1,Saturday,Pasta,40.95,8.05,7.37,Jack
2024-03-07,16:18,Thursday,Soup,42.93,9.89,10.32,Charlie
2024-03-10,14:37,Sunday,Sandwich,39.72,6.44,12.82,Ivy
2024-03-25,16:46,Monday,Burger,19.92,4.78,14.55,Emma
2024-03-30,11:59,Saturday,Tacos,41.86,7.25,12.94,Charlie
2024-03-14,15:31,Thursday,Pizza,24.98,5.56,8.68,Henry
2024-03-16,19:27,Saturday,Pasta,44.79,8.5,4.71,Alice
2024-03-05,14:13,Tuesday,Tacos,22.52,4.81,3.68,Charlie
2024-03-04,20:42,Monday,Steak,46.89,10.43,9.91,David
2024-03-24,18:46,Sunday,Salad,11.73,2.59,5.45,Henry
2024-03-12,11:2,Tuesday,Soup,23.39,4.8,11.06,Frank
2024-03-03,20:57,Sunday,Tacos,45.11,9.94,7.3,Charlie
2024-03-20,19:16,Wednesday,Pasta,33.47,8.37,11.68,Henry
2024-03-19,15:42,Tuesday,Ramen,44.54,8.7,13.63,Alice
2024-03-30,20:2,Saturday,Burger,47.56,7.19,5.4,Alice
2024-03-12,19:39,Tuesday,Pasta,29.65,6.25,3.03,David
2024-03-26,20:40,Tuesday,Salad,45.59,9.22,12.97,Charlie
2024-03-16,14:59,Saturday,Ramen,47.18,9.84,4.67,Grace
2024-03-30,11:11,Saturday,Sushi,48.01,9.66,7.33,Emma
2024-03-04,14:23,Monday,Pizza,46.6,8.44,14.79,Alice
2024-03-12,12:52,Tuesday,Pizza,33.37,6.59,7.72,Ivy
2024-03-20,14:41,Wednesday,Burger,30.96,7.06,10.25,David
2024-03-30,17:53,Saturday,Burger,43.97,9.22,9.41,Jack
2024-03-22,18:31,Friday,Sandwich,48.85,9.96,5.66,Bob
2024-03-31,13:29,Sunday,Soup,39.64,6.68,10.3,Ivy
2024-03-17,11:10,Sunday,Ramen,17.23,3.49,9.41,Ivy
2024-03-22,12:36,Friday,Tacos,21.26,3.24,10.68,Frank
2024-03-11,21:4,Monday,Soup,25.99,5.0,11.3,Frank
2024-03-29,17:44,Friday,Pizza,31.77,7.9,12.61,Henry
2024-03-03,19:6,Sunday,Sandwich,30.47,5.41,7.13,Charlie
2024-03-20,18:51,Wednesday,Burger,31.66,5.52,8.46,Bob
2024-03-08,14:34,Friday,Steak,39.49,6.42,3.06,Henry
2024-03-29,12:11,Friday,Pasta,37.65,8.16,6.06,Ivy
2024-03-18,17:3,Monday,Pizza,37.85,7.7,13.39,Frank
2024-03-19,15:53,Tuesday,Sandwich,14.81,3.56,9.26,Alice
2024-03-24,13:42,Sunday,Sushi,41.67,7.77,13.94,Charlie
2024-03-21,15:20,Thursday,Sushi,20.75,5.02,7.34,Henry
2024-03-01,16:17,Friday,Tacos,31.71,6.05,7.5,Ivy
2024-03-02,17:50,Saturday,Sandwich,38.62,9.03,14.67,Grace
2024-03-06,13:35,Wednesday,Tacos,39.93,8.2,4.63,Bob
2024-03-06,19:8,Wednesday,Ramen,36.41,5.54,10.14,Alice
